Action,TimeSpent(s)
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0010
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
ROTATE_ARM,0.0000
RELEASE_CAN,0.0000
RETURN_ARM,0.0000
